"paper","id","preliminary_decision","review","confidence","assessment","id","lan","orientation","remarks","text","timespan"
"","126","accept","","2","1","1","is","0","","The work presents the design of AMADEUS, a platform that allows the implementation of mobile robot trajectories in semi-structured environments, for the investigation of the associated algorithms. The work in general is adequate, however it lacks something important: the comparison of the presented platform with other similar platforms. This is clearly reflected in the number of references. It would be appropriate to present references with respect to other similar platforms, and indicate how AMADEUS differs from them, which would leave the contribution of the work clearly presented. Problems in writing the summary (To carry out the defined movements...). Also the English should be checked. The quality of the equations used should be improved. The table on page 9 doesn't look right, this needs to be improved. section 10 is called ""results"", however what it shows are case studies or application of the platform. In summary, the work is adequate to be accepted, however the state of the art regarding similar platforms must be improved.","2014-07-05"
"","","","","3","2","2","is","1","","The work presents us with a feasible platform alternative to be considered in robotics for educational purposes, given that depending on the level at which it is used, the study of the mobile can be focused on some of the areas that are involved, such as instrumentation (sensors and actuators). ) or in programming (mobile navigation). Although the author does not refer in depth to the electronic aspect, it is evident the possibility of also focusing on the existing communication between the boards or on the motor control system, which by itself constitutes a problem of interest. In addition, the possibility of making improvements is raised, perhaps incorporating sensors of various types that allow capturing more information from the environment. All this contributes to the fact that the Amadeus platform can be considered as a reference for robotics teaching and research. Both the development of the topic and the conclusions drawn are consistent with what is presented in the summary of the article, its use in undergraduate and postgraduate courses is highlighted, which strengthens its position as a didactic and research tool.","2014-07-05"
"","","","","3","1","3","is","1","suggest accepting conditionally, because it is an appropriate job for the event, but it would be more effective if it presented activities developed with the robot in the courses.","The article describes the assembly of a robot for undergraduate teaching, with the information of equations and control for its use. It does not present a specific research work, but it is a good alternative to be shown at the congress. Some general comments, which must be modified for final acceptance: 1.- Due to the characteristics of the communication, the few references it presents are understood. 2.- The equations were copied and pasted, in most of the times, they do not look very legible, so it is advisable to rewrite them all with an equation editor. 3.- The figures do not present sources or references, from where they were extracted. 4.- There are long paragraphs that can be better accommodated with a punctuation. In general it is a well-written work, its content is easily understood, its presentation with the ""copy paste"" attentive.","2014-07-05"
"","127","accept","","3","2","1","is","1","","very good article. I only suggest the following: The tables in the results section should be explained. The tables only contain the smallest, largest and mean between those 2 values. It would be interesting to also consider the overall mean and standard deviation. In tables 4, 5 and 6, only some lines contain a highlighted value, sometimes the highest of the line and others the lowest... Better explain the meaning of these markings in all the tables. The reference [12] begins with ""and"" and not with the name of the first author (in fact it seems that the rest of the authors are in trouble too). Reference [22] is the only one that does not use initials for the author's name.","2014-07-05"
"","","","","5","1","2","is","-1","","There are no hypotheses in research! The contribution of the work is not appreciated Several conceptual problems in the introduction (eg ""SVM are non-linear classifiers"" .. they are linear .. which happens that they can be extended to linearly non-separable problems by mapping to higher dimensions using kernel functions !! , etc ). The purpose of the experiments is not clear. What are you trying to prove? What can be said about the results (accuracy, etc) obtained? because the results are different (better/worse, etc) than the other methods that are mentioned?","2014-07-05"
"","","","","3","2","3","is","1","","This work shows the gender classification based on local descriptors, compares the results using a model based on appearance and SIFT and SURF models. The work clearly shows the procedure carried out and the results, has an adequate bibliography and is innovative in terms of the application of algorithms in gender classification. It is well written, with some minor spelling errors.","2014-07-05"
"","128","accept","","2","0","1","is","-1","","Abstract: This article analyzes a set of studies in order to know what researchers think about the most appropriate education technique. Evaluation: The work has a paper structure and the proposal looks interesting. However, - Although the paper discusses the consequences of the results, (I think) it does not clearly discuss the potential causes. Perhaps, interesting conclusions can be drawn as to why this divergence mentioned exists. - It is not clear to me why you want to have an absolute convergence on these techniques. At first glance, I get the impression that a set of techniques applied to a certain context seems to be appropriate. - Background is too short to introduce the necessary concepts to understand the proposal and Related work is extremely poor (there is only 1 citation) Minor details: 1) The name of section 2 “background & …” is extremely ambiguous, which becomes hard to know what the section is about. I suggest to be more specific (eg “systematic review for elicitation techniques”?) 2) “systematic mapping” is not explained, only its use is explained. 3) Why is there no talk of meta-analysis? Meta-analysis seems to be able to contribute to this discussion. 4) I would replace “authors” with “we” when warranted (eg paragraph 2 - page 2). Sometimes, it is difficult to know if they are talking about the authors of a particular work or the work they are presenting. 5) I would replace “you” with “one”. ""You"" is informal. 6) “The **study** identified 42 **studies**” —> too much “study” ??? 7) Text of “Figure 3” is separated from its image. 8) There is a blank page in the middle of the document. 9) “In order to move in this direction, this study aims to auscultate how researchers represent the appropriateness of the techniques.” Which address? This sentence is ambiguous.","2014-07-05"
"","","","","4","0","2","is","0","","The article presents a literature review on requirements elicitation techniques. This work emphasizes classifying the elicitation techniques from the area of knowledge of the reviewed bibliographic studies and from attributes such as Efficiency, Effectiveness, among others. However, it is important that the authors improve certain aspects of the article that lower the quality of research that a work should have. For example: It is advisable to improve the quality of English. As the article is presented, it is difficult to read it and understand what is expressed. The title is not very adequate for what is expressed in the introduction and conclusions. It is advisable to consider a modification of the title that clearly indicates what was worked on in the document. The work is focused on analyzing the opinions and works carried out by different authors (literature review) regarding the requirements elicitation techniques. The work presents an important contribution by establishing a classification based on categories and domains, apparently identified by the authors. However, these categories and domains have been identified without indicating which authors propose said classification or, if they are the authors of the article, how (methodology or criteria) they were established to define the criteria and domains.","2014-07-05"
"","","","","4","1","3","on","0","I recommend to change the title in order to reflect the paper' body","•I recommend to change the paper title in order to be according to paper‘ body •Review the English grammar, some but not all of the errors founded in the review are:  •Abstract   o what does it mean that for them?--> what does it mean that for them?   o …utilized to represent its appropriateness.--> …utilized to represent their appropriateness.   •Introducction   o …has like first phase… --> ?   o auscultating --> is it a verb?   •Background   o A systematic mapping study is a methodology that is used --> A systematic mapping study is a methodology used   o …of existing research on performance evaluation… -->…of existing research on the performance evaluation…   o Only Dieste and Juristo’s work [10] deals --> Only the work of Dieste and Juristo [10] deals   •Methodology   o Review the use of –ly with the verb to be   o Third question: What kind of studies does use with a higher frequency certain constructs for   o appropriateness of techniques? --> ? review the types question structure   •Classification schema   o In order to answer the research questions, the literature review focused --> literature or mapping?   •Analysis of the result   o in Figure 1 en DCM format -->in Figure 1 en DCM format.   o article --> paper   •Conclusions and future works   o For this reason, it is necessary that more proposals are carried out to help --> For this reason, it is necessary to carry out more proposals to help   •Figures: be careful on the figure´s title, the title must be following the figure  •Type of studies  •Paragraph after figure 5: Experimental (paragraph) o experiment (figure)  •Techniques considered: I recommend performing a mapping between domains and techniques and or with the constructors and show the a graphic of the results instead of the figure 8","2014-07-05"
"","","","","3","1","4","is","0","Although the article presents only a collection of information, its aggregation and its analysis, it is well elaborated.","The article presents an information collection work, its aggregation and analysis, in the field of requirements elicitation. 1. I believe that, in addition to the search in scientific journals and databases, practical experiences in real projects should also be incorporated, which are not usually reported in scientific media. In this sense, a survey of long-standing professionals could provide additional elements and robustness to the study. 2. Numerous figures and graphs are presented within the article. However, a narrative description of the information in the graphs is usually made, but without elaborating any hypothesis or conjecture as to the reason for the distributions shown in these graphs. For example, Fig. 7. 3. Within the conclusions it is stated: ""Moreover, there is great variability among metrics and / or constructs proposed in the primary studies."" However, there is no quantitative analysis of the variability mentioned (supporting the use of ""large variability"").","2014-07-05"
"","129","accept","","3","-1","1","is","-1","","The article presents an implementation of a ""spatial ne2rk"" case in the PostGIS spatial database management system. The article focuses on case modeling, which results in a classic database model. Unfortunately, there is little light on the further implementation and work of ""processing queries on spatial ne2rks in spatial databases"" as the article states. There is little or no information on the results obtained. Clearly it is a work in progress, of which essential aspects are still missing for its real valorization. Figure 2. has problems, it appears run in the pdf version, seen from Acrobat Reader.","2014-07-05"
"","","","","2","0","2","is","-1","","The article presents the design and implementation of a spatial database schema. The article shows the implementation on a relational DBMS with an extension that supports spatial models (PostGIS). Specifically, the Entity-Relationship model and Relational model of the Database Management System are presented. In general, the article clearly explains the work done, however, it shows some deficiencies in the writing and spelling of some words. Figure 2 is not displayed correctly. It is not understood why it is designed under Relational methodology if what is sought is to model a Spatial Database that is based on Objects and also in this case PostGIS is object-oriented? Why not use object-oriented design? It would be advisable to review the Worboys article: ""Object-Oriented Data Modeling for Spatial Databases"" The article does not show an evaluation and results of the research carried out. There are many references to application WEB sites, but very few references to current scientific articles associated with the topic presented.","2014-07-05"
"","","","","5","0","3","is","-1","","The article presents a simple implementation of a DB for spatial ne2rks developed with an open source DBMS. It previously describes, clearly and adequately, the technology and concepts used in this context of spatial ne2rks. It proposes a standard methodology for the development of a DB and a simple ER model (Note: in figure 2 the text is misconfigured). It then describes the tables generated by the model indicating the types of files used. It goes on to point out that the INE search algorithm was implemented but there is no evidence of this and of its use. Finally, it indicates in the evaluation that this stage could not be carried out. In the conclusions no type is expressed and it is only limited to summarizing the work carried out. In short, a simple DB design job that provides no scientific input, just a novel and useful implementation of spatial ne2rks. It is recommended to enhance aspects that can provide a contribution, such as evaluating different BDE technologies, performance of the INE search algorithm vs. others, etc. There are accentuation errors of some words throughout the text.","2014-07-05"
"","","","","3","-1","4","is","-1","This article describes a spatial ne2rk implementation proposal represented in the PostgreSQL DBMS, specifically in the PostGIS extension.","This article describes a spatial ne2rk implementation proposal represented in the PostgreSQL DBMS, specifically in the PostGIS extension. The article only presents modeling and design information, not implementation information. As a consequence, no experimental results are presented. The article has acceptable writing in general. However, it is a work from which results have not yet been obtained that allow evaluating its contribution.","2014-07-05"
"","130","accept","","4","-1","1","is","-1","","The article presents a study on the technologies that can influence or affect the security of the Software, covering the topics generally treated in literature associated with computer security. The approach presented in the article, when it comes to software security, is correct. The article begins with references to various topics and fundamental aspects of security, however, it is not possible to clearly associate the relationship between the concepts that underlie the study with the analysis subsequently carried out regarding the influence that technology has on Security. Additionally, there are aspects that should be studied in greater depth (eg, Figure 4 shows a distribution at the level of use of operating systems, however, no further details or implications are given that said distribution could have with regard to Security). The conclusions do not give a real contribution from the author regarding the analysis that can be concluded after the study carried out. Most of the bibliographic references correspond to computer security texts, but it is recommended to support the bibliographic review with a greater number of current scientific articles.","2014-07-05"
"","","","","3","1","2","is","1","","The work presents a general review of software security focused on software development technologies and serves as a compilation work. The content is clearly explained, there are no writing and punctuation problems. The bibliography features numerous references to online articles and computer security texts. It would be interesting to include more scientific articles if possible. Although the text establishes as future work the realization of an empirical study for the selection of security technologies, it would have been interesting to have preliminary information on this approach to give greater value to the work.","2014-07-05"
"","","","","4","0","3","is","0","The article in my opinion is not to be published in the journal but I am not opposed to it being accepted for the event if necessary.","The work presents a report on security aspects of the software product depending on the technologies used for its development. I think there is a lack of scientific rigor in the search for information. In fact, it is not clearly explained how the information was obtained, so it remains as a monograph or theoretical framework of a topic to be investigated. However, the study is well presented and its structure is of technical quality. I think that with a research article search it can be improved.","2014-07-05"
"","","","","4","1","4","is","0","* The quality of all figures must be improved","Abstract •This paper presents a study of the security of software products, life cycle, risks and associated costs --> This paper presents a study of the security of software products, the life cycle, the risks and the associated costs •This article is part of a postgraduate research --> This article is a part of a postgraduate research •in turn to the people --> an at the same time its affects the people…. •The fundamental purpose of this article rests on whether --> The fundamental purpose of this paper rests on determining whether •Left open the possibility of an empirical study --> Left open the possibility of performing an empirical study Introduction •“The errors in software can cause irreversible damage such as loss of human life” --> although this is true it depends on the type of software and the environment in which it is running, so I recommend specifying in which environments and/or situations the software can cause loss of human lives Safe Software Development •Improve the quality of Figure 1 •I recommend modifying Figure 2, since its only objective is to show the life cycle, so it is enough to include the phases, and the activities of each phase is described in Table 1 Risks and costs associated with the absence of security •[29]--> the reference is listed in order of appearance, in this case number 10 corresponds •Define: Cm, Cs and Cn A Analysis of technology and its influence on security •Review Figure 3: (1) could it be that the titles of the columns of the years are interchanged?; (2) I recommend giving an explanation to the elements of the table; (3) What do you mean by change and the symbols in the column? •I recommend adding something about the vulnerabilities found in this technology in the operating systems and authentication technology section. Security and technology •Review table 3: (1) column title: possibility of incorporation --> possibility of incorporation into the security cycle •In table 2 you mention technology, moment of decision and stage of use, which then does not agree with Table 3 or at least that's what I understand, so I recommend making a description justifying the values you assigned in the table, to highlight the contribution Reference •No date = (nd) •Review reference 16 -->”la Casa”? •Reference 20 and 22 is repeated","2014-07-05"
"","131","reject","","4","-2","1","is","-2","","There is no interesting scientific contribution since it is the application of an already known technology to a case study. Although the paper is technically well written and easy to follow, I do not see what research question it is trying to answer. A scientific problem to be solved is not identified and the proposal is simple and unoriginal.","2014-07-05"
"","","","","3","-1","2","is","0","","The article presents in detail the process carried out for the digitization of the historical archive of the San Pedro de Coquimbo parish. The previous antecedents are delivered, the analysis carried out and the implemented solution is explained. The authors clearly show the steps taken to implement the proposed solution. Although the proposed solution is correct for the problem posed, a significant contribution is not highlighted with respect to previous technological solutions associated with document digitization. The article does not show results or evaluations made to the implemented system.","2014-07-05"
"","","","","3","-2","3","is","-1","","The work presents the procedure followed for the digitization of the historical archive of the San Pedro de Coquimbo parish. The work presents a good writing, but it does not present a novel contribution to the raised problem. It is a work that could be presented in the area of Engineering Education (Sochedi, Chilean Congress of Higher Education in Computing or other related), giving it the wording according to this type of congress. The main problems of the article, from my point of view, are: - The theme is not new, since there is an organization that maintains images of this type of file (https://familysearch.org/indexing/). - Shows the procedure, but not the results (number of indexed files, man-hours used in digitization, achievements proposed by the subject versus what was actually achieved, problems that students had to solve, how many images were returned, etc.) - Does not indicate what is the relevant information that should be typed per page. - It does not indicate the usefulness that users gave it.","2014-07-05"
"","132","accept","","3","-1","1","is","-1","","Contribution to the discipline, reference value, originality, clarity of content, etc. The presented article offers a novel solution corresponding to an open multiagent architecture, divided into three sections: interaction, communication and semantics. The work is well written in general, except for some minor errors that are collected at the end of this document. The bibliography is acceptable, although it is considered that it should be updated to recent works – the last reference is from 2007, and there are works in the literature on open MAS architectures that have not been included in this contribution. The article presents very extensive sections to the detriment of important sections such as results or comparisons. In fact, it is substantially curious to observe how the DESIGN AND TESTING part (section VIII) is not clearly written nor can the added value of this contribution be observed. In the same way, section IX, Conclusions, should more clearly summarize these results obtained. Section III also stands out, where passenger transport systems are discussed quite extensively, although later there is no other reference to this chapter or to this specific problem in the description section of the proposed architecture. For all the above, I do not consider the work presented to be particularly relevant. NOTE: 2 Section IIA Grammatical error: each other (instead of each other) 2 Section IIA MA --> MAS 4 Section V, second column Grammatical error: … all his life, os --> the 5 Before the figure, left column IMA is not defined what it means 5 Image 4 Improve quality 6 First paragraph Messages[XX] (include reference) 7 At the end of the first column Grammatical error: These are: --> These are: These -->","2014-07-05"
"","","","","3","2","2","is","1","It is a very good article, if it is modified and formatted it can be a candidate for Ingeniare magazine.","This is very good work, only it makes writing mistakes, for example, the article in general has many long paragraphs and no punctuation. It is not in Ingeniare format, there are errors of repeated letters. It has the strength of being well thought out, with good references and makes a development proposal, which performs a simulation. The testing section seemed very short to me, so it detracts from the work, it can also be thought that it is a good communication at the beginning of the project that is ad-porting to search for test scenarios either to simulate or apply in the reality. Errors: Page 1 in the summary mentions DARP, and the meaning of the mnemonic is not indicated, which is mentioned in the keywords The summary in English is missing The fourth paragraph is too long without punctuation Page 2 It seems to me an error says Multiagente No figure 1 is referenced in the text, and the source is not indicated Figure 2, the source is not indicated Page 3 the translation of Scheduling Problem is missing, it could be The Planning Problem MADARP is not defined, perhaps the subtitle should be MultiAgent ... (MADARP) Page 4 Related works, it could be summarized more, showing a report of the existing related works and indicating at the end which ones are considered in this work, also considering more existing works. Fig. 3 without reference Page 5 Figures without reference or without indicating the source Page 6 Is there a reference [XX]?? Page 8, 9, 10, 11 references or sources of the figures Page 11 The design and tests, requires more explanation, is very reduced Very general conclusions Need Future Work","2014-07-05"
"","","","","2","2","3","is","1","","The article describes an architecture proposal for open systems in the context of intelligent agents. Approaches the theoretical aspect a certain type of agents adequately, leaving out the type of recommender agents. The proposal is well described, detailed, and formalized, which reveals an interesting work to be presented. The detail goes only on the side of the evaluation, perhaps very limited and with little development, I consider that testing the architecture with a reduced number (50) requirements is too little to have an ad-hoc empirical evaluation of its performance. In the form, there are minor spelling details, punctuation, and Figure 1 is not referenced in the article. There are also titles in English such as II b and II a. Finally, the acknowledgments section is in English and suggests that the work is part of a project financed by Conicyt.","2014-07-05"
"","133","reject","","4","-1","1","is","0","The paper could be suitable for a Web Engineering paper workshop.","ABSTRACT: The work presents and describes the application of a social ne2rk for news (4x4News), where the most relevant news will be present (among other features). This application is characterized by a screen divided into a 16x16 matrix, where each cell is a news item. OVERALL EVALUATION: The work is well written and follows a format (almost) completely suitable for INFONOR. The app sounds interesting and potentially useful as an add-on for already commonly used social ne2rks (eg Facebook). There are several independent points that I consider to be important to resolve: 1) Although it is an interesting engineering work, I cannot see what the contribution/contribution is from the scientific point of view. What can be re-used from this work for a future work? scientific? 2) Since you offer an application, I think a link to (com)test this application is essential. 3) In my opinion, the website http://terra.cl is close to what is proposed by this work. This is so, because terra allows users to register (profiles), comment on news, rate news, and configure the website to display the news that a user wants. 4) This could be a minor detail, I think that the use of social ne2rks could be used for something more than just showing the most important news (eg showing a kind of tracking (social) of a similar news(ies) ). MINOR DETAILS: - At the end of the introduction, the use of BOLD is not recommended. - “The headlines do not carry out a good analysis”. What is a ""good"" analysis? During the work, several adjectives used in an ambiguous way and that are unnecessary are observed (eg “complex process” in section 2.1). - Within section 2: “Development”, there is the related work (section 2.1). This section should be restructured. - Citations of the type “X, et al., YEAR” (eg section 2.2 “Wilson, et al., 2014”), I think are incorrect. They should use ""et al"". - Section 2.2, is the coincidence of words enough to say that 2 news items are similar? I think a deeper analysis is necessary. - Explain a little more the concept of “bundles”. - Numbers [1] are used in the references, but numbers are not used in the text. I recommend following the INFONOR format.","2015-07-05"
"","","","","4","0","2","is","0","","Easy to read and well written paper. It is in line with the work of INFONOR. However, it is not clear how the ""Theory of Relevance"" applies, it is too concise in this area of the article, which in my opinion is the most important. So it is not possible to give an accurate opinion about the work. It is suggested to expand section 2.2, regarding how the aspects to determine the relevance are used or mixed to determine if a ""news"" is relevant or not. The elaborated tool is interesting as well as the elements used in its development.","2015-07-05"
"","134","reject","","4","-2","1","is","-2","The evaluated article requires major modifications. The authors must work on better defining the problem to be addressed, the objective and the methodology to be used for the analysis and design of the platform. Therefore I suggest in this opportunity its rejection for this conference","The article presents an application in the business field oriented to retail trade in the commercial company ""Caracol"" in Cuba. The theme of the work is fundamentally oriented to present and comment on the InfoCom application and how it eventually works in the company. However, in terms of its theoretical and methodological discussion and the analysis of the results, this article presents multiple shortcomings that are detailed below: The introduction of the article in general highlights the relevance of the application built for the company in particular but does not detail the innovative of this proposal and why this information system is better in terms of development or what are the characteristics that distinguish it from what currently exists in the market. Nor does the author clearly establish the motivation that has led him to develop a new solution for the problem posed. A research objective as such of the article is not defined since it is mentioned that this will be to ""expose a commercial information system adaptable to any retail business......"" . In general, it is desired to present the built application and it is not specified what is expected from the article, the methodologies to be used and what is innovative in terms of development for the discipline of information systems. One of the main limitations of this article is the state of the art. The review of the literature is almost non-existent in relation to the theories that support the development of the application and the main authors on platform development issues of this nature are not mentioned. No theoretical framework is established in the article in terms of design or implementation of the application. Proposals are not discussed in those terms either, so it is possible to say that there are no theoretical references in terms of analysis, design and implementation. This difficulty means that the evaluation of what has been developed is only based on general opinions about what the concept of information systems is. The research methodology is another important shortcoming of this article. The article moves between the importance of the application to a description of what is possible to do with it without establishing clear and accepted development and implementation methodologies (either for the design of the tool or for the analysis of the results obtained from its use). ). This complicates the evaluation of the work since there are no research questions to answer, nor ways to evaluate if the author's expectations are met or if the results obtained will be valid. The author of the article should present and describe the research designs to be used to allow their validity to be evaluated. Most of the article is in the development item and it defines and details the characteristics of the company in which the study will be developed. It is not clearly specified which parts of the system are acquired commercially and which are developed internally and how the connection with other existing platforms is achieved. Nor are process or data models associated with this construction established. The authors limit themselves to explaining the functionalities of the tool and how it will be used in the company, but it is not possible to know how it was implemented and compare the results that stand out as relevant from the implementation. Although the tool may be very simple from a design and architecture point of view, a description that presents process models using ad-hoc tools and at least a description of the design stage would be expected. The results obtained are generally mentioned as something that was achieved and as percentages of improvements in management and it is not possible to draw valid conclusions about them. The conclusion of the article is weak in terms of the results obtained from the design and implementation of the application and, above all, the contribution of the study to the discipline of information systems. I consider that the article requires major changes and that work must be done on the definition of the objective, the methodology to be used for the analysis and design of the platform. Therefore I suggest in this opportunity its rejection for this conference","2015-07-05"
"","","","","4","-2","2","is","-1","It is not a research paper. I suggest moving it to the industrial applications track although I don't see relevant features for the event.","The article presents a business information system adaptable to any retail business by facilitating the work of data consolidation and completing the automation of the import, distribution and supply process. Despite good presentation and language, it is not a work that presents the results of an investigation. Rather it is the summary of the development of a system of medium complexity. Nor does it expose lessons learned or practices that could contribute to other developers. In conclusion, its novelty and contribution to science is limited. Under these conditions, I believe that it cannot be accepted for the investigation track.","2015-07-05"
"","135","reject","","3","2","1","is","1","This article presents an interesting contribution by systematizing a process that is widely used in the development of information systems that require flexibility and adaptability to the changing environment.","This work is framed in the area of business architecture and proposes an interesting business rules automation model to improve the flexibility of information systems applied to financial entities. The proposed model is aimed at decoupling business logic from business rules. The problem addressed in the article is adequately supported by the difficulties mentioned in the field of software projects and in the financial world. The author could go a little deeper into the experiences of project development in other areas and the relevance of business rules in the development of efficient information systems in the company. The objective declared by the author is to propose a methodology that allows flexibility in the operation of information systems in financial entities, which is generally explained adequately. The literature review is relevant to the issues addressed and the theories and models considered are appropriate to the objective that has been set. The analyzes associated with the concept of business rules and system architecture are related to the topic. The author should specify how the relationship between process modeling and the design and characterization of business rules is established. It is mentioned that they use the decision point tables, but these are not mentioned in detail or visually. The author should better support the choice of “Pipes and Filter” as the architecture model of the system. It would also be important to highlight if there are similar works carried out in other areas (since the author does not mention it) The methodological aspect of the work focuses on describing the process through which the definition of the software architecture is reached to automate the rules of business and the tools that were used in its development. This methodological approach is appropriate and is clearly associated with a case study application. The important contribution in this aspect is the detailed description of the process from the lifting of the rules to the design and development of the proposed application architecture. The author should make a summary table in which this process is represented in summary form. It is clear that the results of this work have the desired validity, since it is based on the use of models and tools already validated in the field of rule-based business platform design. The contribution of the work is important since it systematizes a process that is widely used in the development of information systems that are flexible and adaptable to the changing environment. However, these contributions are not clearly reflected in the conclusions, which is why it is suggested that the authors improve the conclusions, including significant contributions in methodological terms and contributions to the discipline in which the article is framed. The formal aspects of the work are satisfactory for the congress. There are minor details in the grammar such as in the first paragraph of the introduction that the letter U is missing. It is suggested to accept the article with minor modifications","2015-07-05"
"","","","","4","-2","2","is","-1","","The article is titled ""Software Architecture for the Automation of Business Rules in the Reception of Credit Requests in Financial Entities"". In the summary it is indicated that the objective of the work is to propose a business rules automation model that manages to decouple the business logic, however during the document no reference is made to any model. A methodology is presented in the section with its name, but it is not clear how this methodology allows generating a business rules automation model. The article lacks a logical sequence of sections that account for the explicit proposal cited in the abstract. In the System Architecture section, the architecture of a system is presented and aspects of the architecture are explained. However, in this section it is not possible to identify a model for automating business rules. Taking into account that the article lacks a strong job to improve its presentation that allows understanding the proposal that is made, I suggest rejecting it. Below I send some observations that can be used to improve the work: Although the methodology used is explained in detail by phases, in none of them is reference made to the results achieved in its implementation in the case of the work that is exposed, that is, applied in an environment of financial entities. In the system architecture section, figure 5 and figure 6 are presented but they are not explained or contextualized within the document. This creates confusion. This section does not identify the application of the methodology set out in the previous section, in relation to the generated architecture. It should be clearly indicated how the architecture was achieved based on the methodology selected and explained in the Methodology section. In the introduction it is clear what is the proposal of the work presented. A paragraph must be structured that includes a definition of the objective of the work and the proposed solution that is made taking into account the title of the work. Some drafting errors must be corrected, such as: - In the abstract... For what purpose is it proposed...? - In the introduction... one of the main challenges of software engineering is not to generate...? - On page 3, the phase A term has a meaning for the business that must be understood and shared, is repeated twice. - On page 4 the word valido has an accent and in the last paragraph the accent is outside the word esta´. - At the end of page 5 the title is divided (widow). - It is suggested to improve the wording of the paragraph... The architectural vulnerability of the software systems has been observed in the provision of the services it provides with respect to the drafts... -The figures are not cited in the text, they are only indicated following figure, which constitutes problems both in form and edition of the article. Figures should be cited in the text, with the corresponding number in the title of the figure. - Figure 3 is not understood. The text is very small and it is not possible to identify the business process model referred to in the immediately preceding paragraph. - The last paragraph on page 6 is not understood and is spoken in the first person. The wording should be corrected. - In the Methodology section, reference is made to a project that has not been described before. It would be convenient to explain what the project referred to is about. In this section, the type of methodology referred to is not clear. It can be a research methodology or an architecture development methodology.","2015-07-05"
"","136","reject","","3","-1","1","is","0","","Throughout the article, the role of test automation within software testing and more generally in the assurance framework is exaggerated. A maturity model for software testing necessarily includes more than just automation. Automated cases will always co-exist with manual cases and human assessments. As discussed in the article, automation is too general a concept, it can encompass generation, execution, evaluation (for example: mutation, coverage criteria) and validation (oracle problem). Although the motivation is clearly stated in the introduction, references are needed to substantiate the claims made about the role of testing and the impact of automation on testing. To say that automation makes testing faster or cheaper is simplistic: it depends on the context. The costs of generating automatic test cases, the estimation on the future evaluation of the software and the expiration of the test cases, along with other factors, must be taken into account in the cost model to determine the convenience of automating a certain part of the test. the proof. The section dedicated to software testing makes general definitions and walks through the history of testing since the mainframes. For a research article, I suggest making more specific definitions related to the focus of the study (experimental studies on test techniques, automation, test costs, maturity models). It would be appropriate to put the development of the maturity model after presenting the related work. The process to obtain the proposal of a maturity model for testing is not described. The development of the model must be linked to other existing maturity models (for example the Testing Maturity Model), establish connections with the accepted testing literature or standards (for example ISO 29119) and in general with software process models. The search string used is not specified. Not all models found should be classified as 'maturity models'. Some of the included models are clearly more general models, not addressing the problem of test automation. These differences should at least be discussed. The attributes used in table III are not explained, nor how to obtain the maturity level results. What does 'level of published reviews' mean? This concept is ambiguous. The description of this research process should be reinforced as it is key to obtaining the 'adolescent' level result.","2015-07-05"
